Driver,Team,LapTime,LapNumber,Compound,TyreLife,Stint,IsAccurate,Year,GP,LapTimeSeconds,NormalizedLapTime,CompoundEncoded
OCO,Alpine,0 days 00:01:37.580000,40.0,MEDIUM,7.0,4.0,True,2024,Japan,97.58,8.185401554404137,1.0
OCO,Alpine,0 days 00:01:39.008000,41.0,MEDIUM,8.0,4.0,True,2024,Japan,99.008,9.613401554404135,1.0
OCO,Alpine,0 days 00:01:37.129000,42.0,MEDIUM,9.0,4.0,True,2024,Japan,97.129,7.734401554404144,1.0
OCO,Alpine,0 days 00:01:37.478000,43.0,MEDIUM,10.0,4.0,True,2024,Japan,97.478,8.083401554404134,1.0
OCO,Alpine,0 days 00:01:40.961000,44.0,MEDIUM,11.0,4.0,True,2024,Japan,100.961,11.566401554404138,1.0
OCO,Alpine,0 days 00:01:36.983000,45.0,MEDIUM,12.0,4.0,True,2024,Japan,96.983,7.588401554404143,1.0
OCO,Alpine,0 days 00:01:37.091000,46.0,MEDIUM,13.0,4.0,True,2024,Japan,97.091,7.696401554404133,1.0
OCO,Alpine,0 days 00:01:37.381000,47.0,MEDIUM,14.0,4.0,True,2024,Japan,97.381,7.986401554404139,1.0
OCO,Alpine,0 days 00:01:36.836000,48.0,MEDIUM,15.0,4.0,True,2024,Japan,96.836,7.441401554404138,1.0
OCO,Alpine,0 days 00:01:36.691000,49.0,MEDIUM,16.0,4.0,True,2024,Japan,96.691,7.296401554404142,1.0
OCO,Alpine,0 days 00:01:36.636000,50.0,MEDIUM,17.0,4.0,True,2024,Japan,96.636,7.241401554404135,1.0
OCO,Alpine,0 days 00:01:36.831000,51.0,MEDIUM,18.0,4.0,True,2024,Japan,96.831,7.436401554404142,1.0
OCO,Alpine,0 days 00:01:36.232000,52.0,MEDIUM,19.0,4.0,True,2024,Japan,96.232,6.837401554404138,1.0
GAS,Alpine,0 days 00:02:18.362000,3.0,HARD,2.0,2.0,True,2024,Japan,138.362,49.63078576317589,2.0
GAS,Alpine,0 days 00:01:39.925000,4.0,HARD,3.0,2.0,True,2024,Japan,99.925,11.193785763175896,2.0
GAS,Alpine,0 days 00:01:39.473000,5.0,HARD,4.0,2.0,True,2024,Japan,99.473,10.741785763175898,2.0
GAS,Alpine,0 days 00:01:40.257000,6.0,HARD,5.0,2.0,True,2024,Japan,100.257,11.525785763175904,2.0
GAS,Alpine,0 days 00:01:40.248000,7.0,HARD,6.0,2.0,True,2024,Japan,100.248,11.516785763175903,2.0
GAS,Alpine,0 days 00:01:41.363000,8.0,HARD,7.0,2.0,True,2024,Japan,101.363,12.631785763175898,2.0
GAS,Alpine,0 days 00:01:40.780000,9.0,HARD,8.0,2.0,True,2024,Japan,100.78,12.0487857631759,2.0
GAS,Alpine,0 days 00:01:41.117000,10.0,HARD,9.0,2.0,True,2024,Japan,101.117,12.385785763175903,2.0
GAS,Alpine,0 days 00:01:41.628000,11.0,HARD,10.0,2.0,True,2024,Japan,101.628,12.896785763175899,2.0
GAS,Alpine,0 days 00:01:41.107000,12.0,HARD,11.0,2.0,True,2024,Japan,101.107,12.375785763175898,2.0
GAS,Alpine,0 days 00:01:42.475000,13.0,HARD,12.0,2.0,True,2024,Japan,102.475,13.743785763175893,2.0
GAS,Alpine,0 days 00:01:41.773000,14.0,HARD,13.0,2.0,True,2024,Japan,101.773,13.041785763175895,2.0
GAS,Alpine,0 days 00:01:41.380000,15.0,HARD,14.0,2.0,True,2024,Japan,101.38,12.648785763175894,2.0
GAS,Alpine,0 days 00:01:38.374000,18.0,MEDIUM,2.0,3.0,True,2024,Japan,98.374,9.642785763175894,1.0
GAS,Alpine,0 days 00:01:38.599000,19.0,MEDIUM,3.0,3.0,True,2024,Japan,98.599,9.867785763175903,1.0
GAS,Alpine,0 days 00:01:38.741000,20.0,MEDIUM,4.0,3.0,True,2024,Japan,98.741,10.009785763175898,1.0
GAS,Alpine,0 days 00:01:38.415000,21.0,MEDIUM,5.0,3.0,True,2024,Japan,98.415,9.683785763175905,1.0
GAS,Alpine,0 days 00:01:38.382000,22.0,MEDIUM,6.0,3.0,True,2024,Japan,98.382,9.650785763175904,1.0
GAS,Alpine,0 days 00:01:39.816000,23.0,MEDIUM,7.0,3.0,True,2024,Japan,99.816,11.084785763175901,1.0
GAS,Alpine,0 days 00:01:38.781000,24.0,MEDIUM,8.0,3.0,True,2024,Japan,98.781,10.049785763175905,1.0
GAS,Alpine,0 days 00:01:39.034000,25.0,MEDIUM,9.0,3.0,True,2024,Japan,99.034,10.302785763175905,1.0
GAS,Alpine,0 days 00:01:38.958000,26.0,MEDIUM,10.0,3.0,True,2024,Japan,98.958,10.226785763175897,1.0
GAS,Alpine,0 days 00:01:38.902000,27.0,MEDIUM,11.0,3.0,True,2024,Japan,98.902,10.1707857631759,1.0
GAS,Alpine,0 days 00:01:38.873000,28.0,MEDIUM,12.0,3.0,True,2024,Japan,98.873,10.141785763175903,1.0
GAS,Alpine,0 days 00:01:39.052000,29.0,MEDIUM,13.0,3.0,True,2024,Japan,99.052,10.320785763175905,1.0
GAS,Alpine,0 days 00:01:38.894000,30.0,MEDIUM,14.0,3.0,True,2024,Japan,98.894,10.162785763175904,1.0
GAS,Alpine,0 days 00:01:39.450000,31.0,MEDIUM,15.0,3.0,True,2024,Japan,99.45,10.718785763175902,1.0
GAS,Alpine,0 days 00:01:38.671000,34.0,HARD,2.0,4.0,True,2024,Japan,98.671,9.939785763175905,2.0
GAS,Alpine,0 days 00:01:37.656000,35.0,HARD,3.0,4.0,True,2024,Japan,97.656,8.924785763175905,2.0
GAS,Alpine,0 days 00:01:37.283000,36.0,HARD,4.0,4.0,True,2024,Japan,97.283,8.5517857631759,2.0
GAS,Alpine,0 days 00:01:38.426000,37.0,HARD,5.0,4.0,True,2024,Japan,98.426,9.6947857631759,2.0
GAS,Alpine,0 days 00:01:36.756000,38.0,HARD,6.0,4.0,True,2024,Japan,96.756,8.024785763175899,2.0
GAS,Alpine,0 days 00:01:40.223000,39.0,HARD,7.0,4.0,True,2024,Japan,100.223,11.491785763175898,2.0
GAS,Alpine,0 days 00:01:38.072000,40.0,HARD,8.0,4.0,True,2024,Japan,98.072,9.340785763175901,2.0
GAS,Alpine,0 days 00:01:37.477000,41.0,HARD,9.0,4.0,True,2024,Japan,97.477,8.745785763175903,2.0
GAS,Alpine,0 days 00:01:37.014000,42.0,HARD,10.0,4.0,True,2024,Japan,97.014,8.282785763175895,2.0
GAS,Alpine,0 days 00:01:36.799000,43.0,HARD,11.0,4.0,True,2024,Japan,96.799,8.067785763175905,2.0
GAS,Alpine,0 days 00:01:37.201000,44.0,HARD,12.0,4.0,True,2024,Japan,97.201,8.469785763175892,2.0
GAS,Alpine,0 days 00:01:36.942000,45.0,HARD,13.0,4.0,True,2024,Japan,96.942,8.210785763175892,2.0
GAS,Alpine,0 days 00:01:36.997000,46.0,HARD,14.0,4.0,True,2024,Japan,96.997,8.265785763175899,2.0
GAS,Alpine,0 days 00:01:36.759000,47.0,HARD,15.0,4.0,True,2024,Japan,96.759,8.027785763175899,2.0
GAS,Alpine,0 days 00:01:36.642000,48.0,HARD,16.0,4.0,True,2024,Japan,96.642,7.910785763175895,2.0
GAS,Alpine,0 days 00:01:38.650000,49.0,HARD,17.0,4.0,True,2024,Japan,98.65,9.918785763175904,2.0
GAS,Alpine,0 days 00:01:40.961000,50.0,HARD,18.0,4.0,True,2024,Japan,100.961,12.229785763175897,2.0
GAS,Alpine,0 days 00:01:37.721000,51.0,HARD,19.0,4.0,True,2024,Japan,97.721,8.989785763175902,2.0
GAS,Alpine,0 days 00:01:37.505000,52.0,HARD,20.0,4.0,True,2024,Japan,97.505,8.773785763175894,2.0
SAR,Williams,0 days 00:02:12.603000,3.0,HARD,2.0,2.0,True,2024,Japan,132.603,44.324753979739526,2.0
SAR,Williams,0 days 00:01:40.424000,4.0,HARD,3.0,2.0,True,2024,Japan,100.424,12.145753979739524,2.0
SAR,Williams,0 days 00:01:39.668000,5.0,HARD,4.0,2.0,True,2024,Japan,99.668,11.389753979739524,2.0
SAR,Williams,0 days 00:01:39.582000,6.0,HARD,5.0,2.0,True,2024,Japan,99.582,11.303753979739511,2.0
SAR,Williams,0 days 00:01:40.055000,7.0,HARD,6.0,2.0,True,2024,Japan,100.055,11.776753979739524,2.0
SAR,Williams,0 days 00:01:39.655000,8.0,HARD,7.0,2.0,True,2024,Japan,99.655,11.376753979739519,2.0
SAR,Williams,0 days 00:01:40.871000,9.0,HARD,8.0,2.0,True,2024,Japan,100.871,12.592753979739513,2.0
SAR,Williams,0 days 00:01:40.916000,10.0,HARD,9.0,2.0,True,2024,Japan,100.916,12.637753979739514,2.0
SAR,Williams,0 days 00:01:39.348000,11.0,HARD,10.0,2.0,True,2024,Japan,99.348,11.069753979739517,2.0
SAR,Williams,0 days 00:01:39.911000,12.0,HARD,11.0,2.0,True,2024,Japan,99.911,11.632753979739519,2.0
SAR,Williams,0 days 00:01:40.197000,13.0,HARD,12.0,2.0,True,2024,Japan,100.197,11.91875397973952,2.0
SAR,Williams,0 days 00:01:39.713000,14.0,HARD,13.0,2.0,True,2024,Japan,99.713,11.434753979739511,2.0
SAR,Williams,0 days 00:01:39.368000,15.0,HARD,14.0,2.0,True,2024,Japan,99.368,11.089753979739513,2.0
SAR,Williams,0 days 00:01:39.404000,16.0,HARD,15.0,2.0,True,2024,Japan,99.404,11.125753979739514,2.0
SAR,Williams,0 days 00:01:39.216000,17.0,HARD,16.0,2.0,True,2024,Japan,99.216,10.937753979739512,2.0
SAR,Williams,0 days 00:01:40.309000,18.0,HARD,17.0,2.0,True,2024,Japan,100.309,12.030753979739515,2.0
SAR,Williams,0 days 00:01:39.537000,19.0,HARD,18.0,2.0,True,2024,Japan,99.537,11.258753979739524,2.0
SAR,Williams,0 days 00:01:38.968000,20.0,HARD,19.0,2.0,True,2024,Japan,98.968,10.689753979739521,2.0
SAR,Williams,0 days 00:01:39.612000,21.0,HARD,20.0,2.0,True,2024,Japan,99.612,11.333753979739512,2.0
SAR,Williams,0 days 00:01:38.094000,24.0,HARD,2.0,3.0,True,2024,Japan,98.094,9.815753979739512,2.0
SAR,Williams,0 days 00:01:38.430000,25.0,HARD,3.0,3.0,True,2024,Japan,98.43,10.151753979739524,2.0
SAR,Williams,0 days 00:01:38.485000,26.0,HARD,4.0,3.0,True,2024,Japan,98.485,10.206753979739517,2.0
SAR,Williams,0 days 00:01:36.590000,27.0,HARD,5.0,3.0,True,2024,Japan,96.59,8.311753979739521,2.0
SAR,Williams,0 days 00:01:37.429000,28.0,HARD,6.0,3.0,True,2024,Japan,97.429,9.15075397973952,2.0
SAR,Williams,0 days 00:01:37.679000,29.0,HARD,7.0,3.0,True,2024,Japan,97.679,9.40075397973952,2.0
SAR,Williams,0 days 00:01:37.511000,30.0,HARD,8.0,3.0,True,2024,Japan,97.511,9.232753979739513,2.0
SAR,Williams,0 days 00:01:37.495000,31.0,HARD,9.0,3.0,True,2024,Japan,97.495,9.216753979739522,2.0
SAR,Williams,0 days 00:01:37.761000,32.0,HARD,10.0,3.0,True,2024,Japan,97.761,9.482753979739513,2.0
SAR,Williams,0 days 00:01:38.166000,33.0,HARD,11.0,3.0,True,2024,Japan,98.166,9.887753979739514,2.0
SAR,Williams,0 days 00:01:35.497000,36.0,MEDIUM,2.0,4.0,True,2024,Japan,95.497,7.2187539797395175,1.0
SAR,Williams,0 days 00:01:36.103000,37.0,MEDIUM,3.0,4.0,True,2024,Japan,96.103,7.824753979739512,1.0
SAR,Williams,0 days 00:01:36.149000,38.0,MEDIUM,4.0,4.0,True,2024,Japan,96.149,7.8707539797395185,1.0
SAR,Williams,0 days 00:01:36.250000,39.0,MEDIUM,5.0,4.0,True,2024,Japan,96.25,7.971753979739518,1.0
SAR,Williams,0 days 00:01:36.282000,40.0,MEDIUM,6.0,4.0,True,2024,Japan,96.282,8.003753979739514,1.0
SAR,Williams,0 days 00:01:34.900000,43.0,SOFT,2.0,5.0,True,2024,Japan,94.9,6.621753979739523,0.0
SAR,Williams,0 days 00:01:35.087000,44.0,SOFT,3.0,5.0,True,2024,Japan,95.087,6.808753979739521,0.0
SAR,Williams,0 days 00:01:35.350000,45.0,SOFT,4.0,5.0,True,2024,Japan,95.35,7.071753979739512,0.0
SAR,Williams,0 days 00:01:35.778000,46.0,SOFT,5.0,5.0,True,2024,Japan,95.778,7.499753979739523,0.0
SAR,Williams,0 days 00:01:35.701000,47.0,SOFT,6.0,5.0,True,2024,Japan,95.701,7.422753979739511,0.0
SAR,Williams,0 days 00:01:35.837000,48.0,SOFT,7.0,5.0,True,2024,Japan,95.837,7.558753979739521,0.0
SAR,Williams,0 days 00:01:35.619000,49.0,SOFT,8.0,5.0,True,2024,Japan,95.619,7.340753979739517,0.0
SAR,Williams,0 days 00:01:35.490000,50.0,SOFT,9.0,5.0,True,2024,Japan,95.49,7.2117539797395125,0.0
SAR,Williams,0 days 00:01:35.233000,51.0,SOFT,10.0,5.0,True,2024,Japan,95.233,6.954753979739522,0.0
SAR,Williams,0 days 00:01:37.715000,52.0,SOFT,11.0,5.0,True,2024,Japan,97.715,9.436753979739521,0.0
ZHO,Kick Sauber,0 days 00:02:09.289000,3.0,SOFT,2.0,2.0,True,2024,Japan,129.289,40.65903127874884,0.0
ZHO,Kick Sauber,0 days 00:01:40.228000,4.0,SOFT,3.0,2.0,True,2024,Japan,100.228,11.598031278748849,0.0
ZHO,Kick Sauber,0 days 00:01:39.597000,5.0,SOFT,4.0,2.0,True,2024,Japan,99.597,10.967031278748848,0.0
ZHO,Kick Sauber,0 days 00:01:39.991000,6.0,SOFT,5.0,2.0,True,2024,Japan,99.991,11.361031278748854,0.0
ZHO,Kick Sauber,0 days 00:01:37.160000,9.0,HARD,2.0,3.0,True,2024,Japan,97.16,8.53003127874885,2.0
ZHO,Kick Sauber,0 days 00:01:37.500000,10.0,HARD,3.0,3.0,True,2024,Japan,97.5,8.870031278748854,2.0
VER,Red Bull Racing,0 days 00:01:40.103000,2.0,MEDIUM,2.0,1.0,True,2024,China,100.103,12.596167668269217,1.0
VER,Red Bull Racing,0 days 00:01:40.494000,3.0,MEDIUM,3.0,1.0,True,2024,China,100.494,12.987167668269223,1.0
VER,Red Bull Racing,0 days 00:01:40.573000,4.0,MEDIUM,4.0,1.0,True,2024,China,100.573,13.066167668269216,1.0
VER,Red Bull Racing,0 days 00:01:40.919000,5.0,MEDIUM,5.0,1.0,True,2024,China,100.919,13.41216766826922,1.0
VER,Red Bull Racing,0 days 00:01:41.147000,6.0,MEDIUM,6.0,1.0,True,2024,China,101.147,13.640167668269228,1.0
VER,Red Bull Racing,0 days 00:01:41.118000,7.0,MEDIUM,7.0,1.0,True,2024,China,101.118,13.611167668269218,1.0
VER,Red Bull Racing,0 days 00:01:41.110000,8.0,MEDIUM,8.0,1.0,True,2024,China,101.11,13.603167668269222,1.0
VER,Red Bull Racing,0 days 00:01:41.155000,9.0,MEDIUM,9.0,1.0,True,2024,China,101.155,13.648167668269224,1.0
VER,Red Bull Racing,0 days 00:01:41.424000,10.0,MEDIUM,10.0,1.0,True,2024,China,101.424,13.91716766826923,1.0
VER,Red Bull Racing,0 days 00:01:41.401000,11.0,MEDIUM,11.0,1.0,True,2024,China,101.401,13.894167668269219,1.0
VER,Red Bull Racing,0 days 00:01:41.318000,12.0,MEDIUM,12.0,1.0,True,2024,China,101.318,13.81116766826922,1.0
VER,Red Bull Racing,0 days 00:01:39.591000,15.0,HARD,2.0,2.0,True,2024,China,99.591,12.084167668269217,2.0
VER,Red Bull Racing,0 days 00:01:39.985000,16.0,HARD,3.0,2.0,True,2024,China,99.985,12.478167668269222,2.0
VER,Red Bull Racing,0 days 00:01:39.519000,17.0,HARD,4.0,2.0,True,2024,China,99.519,12.012167668269228,2.0
VER,Red Bull Racing,0 days 00:01:40.070000,18.0,HARD,5.0,2.0,True,2024,China,100.07,12.563167668269216,2.0
VER,Red Bull Racing,0 days 00:01:40.139000,19.0,HARD,6.0,2.0,True,2024,China,100.139,12.632167668269219,2.0
VER,Red Bull Racing,0 days 00:01:40.081000,20.0,HARD,7.0,2.0,True,2024,China,100.081,12.574167668269226,2.0
VER,Red Bull Racing,0 days 00:01:40.490000,21.0,HARD,8.0,2.0,True,2024,China,100.49,12.983167668269218,2.0
VER,Red Bull Racing,0 days 00:01:38.604000,32.0,HARD,9.0,3.0,True,2024,China,98.604,11.097167668269222,2.0
VER,Red Bull Racing,0 days 00:01:38.406000,33.0,HARD,10.0,3.0,True,2024,China,98.406,10.899167668269229,2.0
VER,Red Bull Racing,0 days 00:01:38.426000,34.0,HARD,11.0,3.0,True,2024,China,98.426,10.919167668269225,2.0
VER,Red Bull Racing,0 days 00:01:38.765000,35.0,HARD,12.0,3.0,True,2024,China,98.765,11.258167668269223,2.0
VER,Red Bull Racing,0 days 00:01:38.825000,36.0,HARD,13.0,3.0,True,2024,China,98.825,11.318167668269226,2.0
VER,Red Bull Racing,0 days 00:01:38.801000,37.0,HARD,14.0,3.0,True,2024,China,98.801,11.294167668269225,2.0
VER,Red Bull Racing,0 days 00:01:38.855000,38.0,HARD,15.0,3.0,True,2024,China,98.855,11.348167668269227,2.0
VER,Red Bull Racing,0 days 00:01:38.742000,39.0,HARD,16.0,3.0,True,2024,China,98.742,11.235167668269227,2.0
VER,Red Bull Racing,0 days 00:01:38.956000,40.0,HARD,17.0,3.0,True,2024,China,98.956,11.449167668269226,2.0
VER,Red Bull Racing,0 days 00:01:39.067000,41.0,HARD,18.0,3.0,True,2024,China,99.067,11.560167668269216,2.0
VER,Red Bull Racing,0 days 00:01:39.227000,42.0,HARD,19.0,3.0,True,2024,China,99.227,11.720167668269227,2.0
VER,Red Bull Racing,0 days 00:01:39.224000,43.0,HARD,20.0,3.0,True,2024,China,99.224,11.717167668269227,2.0
VER,Red Bull Racing,0 days 00:01:39.305000,44.0,HARD,21.0,3.0,True,2024,China,99.305,11.79816766826923,2.0
VER,Red Bull Racing,0 days 00:01:39.216000,45.0,HARD,22.0,3.0,True,2024,China,99.216,11.709167668269217,2.0
VER,Red Bull Racing,0 days 00:01:39.433000,46.0,HARD,23.0,3.0,True,2024,China,99.433,11.92616766826923,2.0
VER,Red Bull Racing,0 days 00:01:39.422000,47.0,HARD,24.0,3.0,True,2024,China,99.422,11.91516766826922,2.0
VER,Red Bull Racing,0 days 00:01:39.325000,48.0,HARD,25.0,3.0,True,2024,China,99.325,11.818167668269226,2.0
VER,Red Bull Racing,0 days 00:01:39.350000,49.0,HARD,26.0,3.0,True,2024,China,99.35,11.843167668269217,2.0
VER,Red Bull Racing,0 days 00:01:39.445000,50.0,HARD,27.0,3.0,True,2024,China,99.445,11.938167668269216,2.0
VER,Red Bull Racing,0 days 00:01:39.276000,51.0,HARD,28.0,3.0,True,2024,China,99.276,11.769167668269219,2.0
VER,Red Bull Racing,0 days 00:01:39.694000,52.0,HARD,29.0,3.0,True,2024,China,99.694,12.187167668269225,2.0
VER,Red Bull Racing,0 days 00:01:39.654000,53.0,HARD,30.0,3.0,True,2024,China,99.654,12.14716766826922,2.0
VER,Red Bull Racing,0 days 00:01:39.773000,54.0,HARD,31.0,3.0,True,2024,China,99.773,12.266167668269219,2.0
VER,Red Bull Racing,0 days 00:01:39.805000,55.0,HARD,32.0,3.0,True,2024,China,99.805,12.29816766826923,2.0
VER,Red Bull Racing,0 days 00:01:40.253000,56.0,HARD,33.0,3.0,True,2024,China,100.253,12.746167668269223,2.0
GAS,Alpine,0 days 00:01:43.179000,2.0,MEDIUM,2.0,1.0,True,2024,China,103.179,14.4477857631759,1.0
GAS,Alpine,0 days 00:01:43.012000,3.0,MEDIUM,3.0,1.0,True,2024,China,103.012,14.2807857631759,1.0
GAS,Alpine,0 days 00:01:42.847000,4.0,MEDIUM,4.0,1.0,True,2024,China,102.847,14.115785763175893,1.0
GAS,Alpine,0 days 00:01:43.552000,5.0,MEDIUM,5.0,1.0,True,2024,China,103.552,14.820785763175905,1.0
GAS,Alpine,0 days 00:01:43.494000,6.0,MEDIUM,6.0,1.0,True,2024,China,103.494,14.762785763175899,1.0
GAS,Alpine,0 days 00:01:43.352000,7.0,MEDIUM,7.0,1.0,True,2024,China,103.352,14.620785763175903,1.0
GAS,Alpine,0 days 00:01:43.871000,8.0,MEDIUM,8.0,1.0,True,2024,China,103.871,15.139785763175894,1.0
GAS,Alpine,0 days 00:01:43.691000,9.0,MEDIUM,9.0,1.0,True,2024,China,103.691,14.959785763175901,1.0
GAS,Alpine,0 days 00:01:43.435000,10.0,MEDIUM,10.0,1.0,True,2024,China,103.435,14.703785763175901,1.0
GAS,Alpine,0 days 00:01:41.071000,13.0,HARD,2.0,2.0,True,2024,China,101.071,12.339785763175897,2.0
GAS,Alpine,0 days 00:01:41.893000,14.0,HARD,3.0,2.0,True,2024,China,101.893,13.1617857631759,2.0
GAS,Alpine,0 days 00:01:41.679000,15.0,HARD,4.0,2.0,True,2024,China,101.679,12.9477857631759,2.0
GAS,Alpine,0 days 00:01:42.107000,16.0,HARD,5.0,2.0,True,2024,China,102.107,13.375785763175898,2.0
GAS,Alpine,0 days 00:01:41.956000,17.0,HARD,6.0,2.0,True,2024,China,101.956,13.224785763175902,2.0
GAS,Alpine,0 days 00:01:41.812000,18.0,HARD,7.0,2.0,True,2024,China,101.812,13.080785763175896,2.0
GAS,Alpine,0 days 00:01:42.136000,19.0,HARD,8.0,2.0,True,2024,China,102.136,13.404785763175894,2.0
GAS,Alpine,0 days 00:01:42.229000,20.0,HARD,9.0,2.0,True,2024,China,102.229,13.497785763175898,2.0
GAS,Alpine,0 days 00:01:41.886000,32.0,HARD,9.0,3.0,True,2024,China,101.886,13.154785763175894,2.0
GAS,Alpine,0 days 00:01:42.047000,33.0,HARD,10.0,3.0,True,2024,China,102.047,13.315785763175896,2.0
GAS,Alpine,0 days 00:01:41.522000,34.0,HARD,11.0,3.0,True,2024,China,101.522,12.790785763175904,2.0
GAS,Alpine,0 days 00:01:41.078000,35.0,HARD,12.0,3.0,True,2024,China,101.078,12.346785763175902,2.0
GAS,Alpine,0 days 00:01:41.311000,36.0,HARD,13.0,3.0,True,2024,China,101.311,12.579785763175906,2.0
GAS,Alpine,0 days 00:01:41.071000,37.0,HARD,14.0,3.0,True,2024,China,101.071,12.339785763175897,2.0
GAS,Alpine,0 days 00:01:39.198000,40.0,MEDIUM,2.0,4.0,True,2024,China,99.198,10.466785763175892,1.0
GAS,Alpine,0 days 00:01:39.758000,41.0,MEDIUM,3.0,4.0,True,2024,China,99.758,11.026785763175894,1.0
GAS,Alpine,0 days 00:01:40.024000,42.0,MEDIUM,4.0,4.0,True,2024,China,100.024,11.2927857631759,1.0
GAS,Alpine,0 days 00:01:40.029000,43.0,MEDIUM,5.0,4.0,True,2024,China,100.029,11.297785763175895,1.0
GAS,Alpine,0 days 00:01:39.906000,44.0,MEDIUM,6.0,4.0,True,2024,China,99.906,11.174785763175905,1.0
GAS,Alpine,0 days 00:01:40.065000,45.0,MEDIUM,7.0,4.0,True,2024,China,100.065,11.333785763175896,1.0
GAS,Alpine,0 days 00:01:40.250000,46.0,MEDIUM,8.0,4.0,True,2024,China,100.25,11.518785763175899,1.0
GAS,Alpine,0 days 00:01:40.397000,47.0,MEDIUM,9.0,4.0,True,2024,China,100.397,11.665785763175904,1.0
GAS,Alpine,0 days 00:01:41.551000,48.0,MEDIUM,10.0,4.0,True,2024,China,101.551,12.8197857631759,1.0
GAS,Alpine,0 days 00:01:40.305000,49.0,MEDIUM,11.0,4.0,True,2024,China,100.305,11.573785763175906,1.0
GAS,Alpine,0 days 00:01:40.138000,50.0,MEDIUM,12.0,4.0,True,2024,China,100.138,11.406785763175904,1.0
GAS,Alpine,0 days 00:01:40.497000,51.0,MEDIUM,13.0,4.0,True,2024,China,100.497,11.765785763175899,1.0
GAS,Alpine,0 days 00:01:41.052000,52.0,MEDIUM,14.0,4.0,True,2024,China,101.052,12.320785763175905,1.0
GAS,Alpine,0 days 00:01:41.373000,53.0,MEDIUM,15.0,4.0,True,2024,China,101.373,12.641785763175903,1.0
GAS,Alpine,0 days 00:01:40.727000,54.0,MEDIUM,16.0,4.0,True,2024,China,100.727,11.995785763175903,1.0
GAS,Alpine,0 days 00:01:40.737000,55.0,MEDIUM,17.0,4.0,True,2024,China,100.737,12.005785763175894,1.0
GAS,Alpine,0 days 00:01:40.819000,56.0,MEDIUM,18.0,4.0,True,2024,China,100.819,12.087785763175901,1.0
PER,Red Bull Racing,0 days 00:01:40.881000,2.0,MEDIUM,2.0,1.0,True,2024,China,100.881,11.814570327552985,1.0
PER,Red Bull Racing,0 days 00:01:40.973000,3.0,MEDIUM,3.0,1.0,True,2024,China,100.973,11.906570327552984,1.0
PER,Red Bull Racing,0 days 00:01:41.604000,4.0,MEDIUM,4.0,1.0,True,2024,China,101.604,12.537570327552984,1.0
PER,Red Bull Racing,0 days 00:01:41.625000,5.0,MEDIUM,5.0,1.0,True,2024,China,101.625,12.558570327552985,1.0
PER,Red Bull Racing,0 days 00:01:41.656000,6.0,MEDIUM,6.0,1.0,True,2024,China,101.656,12.589570327552991,1.0
PER,Red Bull Racing,0 days 00:01:41.583000,7.0,MEDIUM,7.0,1.0,True,2024,China,101.583,12.516570327552984,1.0
PER,Red Bull Racing,0 days 00:01:41.713000,8.0,MEDIUM,8.0,1.0,True,2024,China,101.713,12.646570327552979,1.0
PER,Red Bull Racing,0 days 00:01:41.768000,9.0,MEDIUM,9.0,1.0,True,2024,China,101.768,12.701570327552986,1.0
PER,Red Bull Racing,0 days 00:01:41.840000,10.0,MEDIUM,10.0,1.0,True,2024,China,101.84,12.773570327552989,1.0
PER,Red Bull Racing,0 days 00:01:41.767000,11.0,MEDIUM,11.0,1.0,True,2024,China,101.767,12.700570327552981,1.0
PER,Red Bull Racing,0 days 00:01:42.266000,12.0,MEDIUM,12.0,1.0,True,2024,China,102.266,13.19957032755299,1.0
PER,Red Bull Racing,0 days 00:01:40.038000,15.0,HARD,2.0,2.0,True,2024,China,100.038,10.971570327552982,2.0
PER,Red Bull Racing,0 days 00:01:40.556000,16.0,HARD,3.0,2.0,True,2024,China,100.556,11.489570327552983,2.0
PER,Red Bull Racing,0 days 00:01:42.103000,17.0,HARD,4.0,2.0,True,2024,China,102.103,13.03657032755298,2.0
PER,Red Bull Racing,0 days 00:01:40.199000,18.0,HARD,5.0,2.0,True,2024,China,100.199,11.132570327552983,2.0
PER,Red Bull Racing,0 days 00:01:40.313000,19.0,HARD,6.0,2.0,True,2024,China,100.313,11.246570327552988,2.0
PER,Red Bull Racing,0 days 00:01:40.522000,20.0,HARD,7.0,2.0,True,2024,China,100.522,11.45557032755299,2.0
PER,Red Bull Racing,0 days 00:01:39.731000,32.0,HARD,9.0,3.0,True,2024,China,99.731,10.66457032755298,2.0
PER,Red Bull Racing,0 days 00:01:39.388000,33.0,HARD,10.0,3.0,True,2024,China,99.388,10.32157032755299,2.0
PER,Red Bull Racing,0 days 00:01:39.512000,34.0,HARD,11.0,3.0,True,2024,China,99.512,10.445570327552986,2.0
PER,Red Bull Racing,0 days 00:01:39.698000,35.0,HARD,12.0,3.0,True,2024,China,99.698,10.631570327552978,2.0
PER,Red Bull Racing,0 days 00:01:39.680000,36.0,HARD,13.0,3.0,True,2024,China,99.68,10.613570327552992,2.0
PER,Red Bull Racing,0 days 00:01:40.005000,37.0,HARD,14.0,3.0,True,2024,China,100.005,10.93857032755298,2.0
PER,Red Bull Racing,0 days 00:01:40.068000,38.0,HARD,15.0,3.0,True,2024,China,100.068,11.001570327552983,2.0
PER,Red Bull Racing,0 days 00:01:39.409000,39.0,HARD,16.0,3.0,True,2024,China,99.409,10.342570327552991,2.0
